PARK,PARK_NO,LOCATION,ZIP,ACRES,WARD,PARK_CLASS,WHEELCHR_A,ALFRED_CAL,ARCHERY_RA,ARTIFICIAL,BAND_SHELL,BASEBALL_B,BASKETBALL,BASKETBA_1,BEACH,BOAT_LAUNC,BOAT_LAU_1,BOAT_SLIPS,BOCCE_COUR,BOWLING_GR,CASTING_PI,FOOTBALL_S,COMMUNITY_,CONSERVATO,CULTURAL_C,DOG_FRIEND,FITNESS_CE,FITNESS_CO,GALLERY,GARDEN,GOLF_COURS,GOLF_DRIVI,GOLF_PUTTI,GYMNASIUM,GYMNASTIC_,HANDBALL_R,HORSESHOE_,ICESKATING,POOL_INDOO,BASEBALL_J,MOUNTAIN_B,NATURE_CEN,POOL_OUTDO,ZOO,PLAYGROUND,PLAYGROU_1,ROWING_CLU,VOLLEYBALL,SENIOR_CEN,SHUFFLEBOA,SKATE_PARK,SLED_HILL,SPORT_ROLL,SPRAY_FEAT,BASEBALL_S,TENNIS_COU,TRACK,VOLLEYBA_1,WATER_PLAY,WATER_SLID,BOXING_CEN,WETLAND_AR,LAGOON,CRICKET_FI,CLIMBING_W,GAME_TABLE,SHAPE_AREA,SHAPE_LEN,CAROUSEL,CROQUET,HANDBALL_I,HARBOR,MODELTRAIN,MODELYACHT,NATURE_BIR,MINIGOLF
DORIA (HELEN) BEACH,1251,1040 W COLUMBIA AVE,60626,0.95,49,PASSIVE PARK,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42817.06785,876.544817246,0,0,0,0,0,0,0,0
D'ELIA (AILEEN),390,6340 N LAKEWOOD AVE,60660,0.08,48,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3520.71730015,331.836523038,0,0,0,0,0,0,0,0
GREEN BRIAR,188,2650 W PETERSON AVE,60659,4.1,40,COMMUNITY PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,178458.674847,1772.23275084,0,0,0,0,0,0,0,0
HOLLYWOOD,75,3312 W THORNDALE AVE,60659,7.2,39,COMMUNITY PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,282773.687599,2153.62878793,0,0,0,0,0,0,0,0
FIELD (EUGENE),41,5100 N RIDGEWAY AVE,60625,17.82227698,39,COMMUNITY PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,0,776335.279952,10028.8143538,0,0,0,0,0,0,0,0
PIETROWSKI (SYLVESTER),1058,9650 S AVENUE M,60617,0.67,10,NEIGHBORHOOD PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23967.0994897,635.16849836,0,0,0,0,0,0,0,0
MINUTEMAN,307,5940 S CENTRAL AVE,60638,8.97,0,COMMUNITY PARK,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,387792.656739,3323.85965397,0,0,0,0,0,0,0,0
WASHINGTON (GEORGE),21,5531 S DR MARTIN LUTHER KING J,60637,350.49,0,CITYWIDE PARK,0,0,0,0,0,0,18,9,0,0,0,0,0,0,1,3,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,13,0,0,1,0,4,0,0,0,0,0,0,0,1,2,4,10,0,0,0,1,0,1,1,4,0,1,14079398.3478,59576.5571048,0,0,1,0,0,0,0,0
NICHOLS (JOHN FOUNTAIN),277,1342 E 54TH ST,60615,11.47,4,COMMUNITY PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,453931.365481,5026.78049419,0,0,0,0,0,0,0,0
SAUGANASH,195,5861 N KOSTNER AVE,60646,4.65,39,COMMUNITY PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,202512.47417,2753.81953411,0,0,0,0,0,0,0,0
AUSTIN FOSTER,285,6020 W FOSTER AVE,60630,4.97,45,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192029.457972,1837.12590547,0,0,0,0,0,0,0,0
VOGLE (HENRY JR.),402,2100 W LAWRENCE AVE,60625,0.3,47,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12942.5335274,454.479615323,0,0,0,0,0,0,0,0
THUIS (GRACE ZWIEFKA),1119,4800 N LAVERGNE AVE,60630,0.9,45,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32616.3871149,771.31366076,0,0,0,0,0,0,0,0
RAVENSWOOD MANOR,159,4626 N MANOR AVE,60625,0.83,33,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24520.2088933,791.418280176,0,0,0,0,0,0,0,0
"BENIAC (JOHN ""BEANS"") GREENWAY",499,3925 E 104TH ST,60617,7.68,10,LINEAR PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313746.855122,10828.0329115,0,0,0,0,0,0,0,0
COOPER (JACK),287,1332 W 117TH ST,60643,4.6,34,NEIGHBORHOOD PARK,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,189514.430635,1830.0950509,0,0,0,0,0,0,0,0
RENAISSANCE,509,1300 W 79TH ST,60620,1.28,0,PASSIVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44857.3589326,987.842663267,0,0,0,0,0,0,0,0
JACOLIK (FLORIAN S.),1288,2731 S ELEANOR ST,60608,0.39,11,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13168.9859178,463.573222596,0,0,0,0,0,0,0,0
PARK NO. 512,512,1800 N ASHLAND AVE,60614,3.46,32,UNIMPROVED PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147414.293476,3069.32906095,0,0,0,0,0,0,0,0
SUMAC,1273,4201 S CHAMPLAIN AVE,60653,0.81,4,MINI-PARK,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27103.14576,770.902278139,0,0,0,0,0,0,0,0
JUNIPER,392,3656 N GREENVIEW AVE,60613,0.37,44,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16456.6146913,507.233426093,0,0,0,0,0,0,0,0
SHABBONA,148,6935 W ADDISON,60634,18.7,38,REGIONAL PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,814691.444937,5175.02318751,0,0,0,0,0,0,0,0
SENIOR CITIZENS MEML.,455,2238 N OAKLEY AVE,60647,1.1,32,PASSIVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48125.5478343,885.244361364,0,0,0,0,0,0,0,0
HOLSTEIN,203,2200 N OAKLEY AVE,60647,3.28,32,COMMUNITY PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,142908.919259,1784.59843843,0,0,0,0,0,0,0,0
MAPLE,1283,2047 N SPAULDING AVE,60647,0.17,26,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6687.31599557,374.374428052,0,0,0,0,0,0,0,0
FLOWER (LUCY),431,2554 W MOFFAT ST,60647,0.37,1,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12474.4654485,449.261507812,0,0,0,0,0,0,0,0
PARK NO. 399,399,1420 N ARTESIAN AVE,60622,0.17,1,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6362.31392958,353.294095377,0,0,0,0,0,0,0,0
PULASKI (CASIMER),217,1419 W BLACKHAWK ST,60622,4.18,2,COMMUNITY PARK,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,160735.055455,1757.75979125,0,0,0,0,0,0,0,0
SENECA,1242,228 E CHICAGO AVE,60611,1.01,2,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34891.7939414,755.835562685,0,0,0,0,0,0,0,0
SINTIC (GREGORY),1155,2835 S WALLACE ST,60616,0.2,11,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6240.27685359,349.64898289,0,0,0,0,0,0,0,0
BOGAN (WILLIAM),264,3939 W 79TH ST,60652,14.06,18,REGIONAL PARK,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,582679.341593,3181.19928295,0,0,0,0,0,0,0,0
COLUMBUS (CHRISTOPHER),209,500 S CENTRAL AVE,60644,140.73,29,CITYWIDE PARK,0,0,0,1,0,0,6,3,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,1,0,0,0,5953138.76832,15429.2005621,0,0,0,0,0,0,1,0
ALTGELD (JOHN),206,515 S WASHTENAW AVE,60612,4.32,28,COMMUNITY PARK,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,188772.129205,1797.04448788,0,0,0,0,0,0,0,0
PARK NO. 500,500,730 S SPRINGFIELD AVE,60624,1.33,24,NEIGHBORHOOD PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51598.1526571,1119.39049151,0,0,0,0,0,0,0,0
DALEY (RICHARD J.),530,3150 S WESTERN AVE,60608,2.67,25,PASSIVE PARK,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125138.332022,1643.30421778,0,0,0,0,0,0,0,0
GRANT (ULYSSES),24,331 E RANDOLPH ST,60605,295.45,0,MAGNET PARK,0,0,0,0,1,0,0,0,0,0,0,1244,0,0,0,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,16,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,6,0,2,0,0,0,0,0,0,2,0,11380685.6457,70784.215094,0,0,0,2,0,0,0,0
PROSPECT GARDENS,49,10970 S PROSPECT AVE,60643,3.68,19,PASSIVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125804.460201,1700.99369111,0,0,0,0,0,0,0,0
PARK NO. 546,546,450 E. BENTON PLACE,60611,5.83,42,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,199048.222167,2073.87109864,0,0,0,0,0,0,0,0
JONES (MARY RICHARDSON),479,1240 S PLYMOUTH CT,60616,1.3,3,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49230.7319693,889.450012633,0,0,0,0,0,0,0,0
WASHTENAW,1070,2521 S WASHTENAW AVE,60608,1.02,24,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36130.0165007,840.922906576,0,0,0,0,0,0,0,0
WILLIAMS (DANIEL HALE),261,2710 S DEARBORN ST,60616,6.75,2,COMMUNITY PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,288068.477013,3551.90482101,0,0,0,0,0,0,0,0
PIOTROWSKI (LILLIAN),230,4200 W 31ST ST,60623,23.93,22,REGIONAL PARK,0,0,0,1,0,0,4,2,0,0,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,1,0,0,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1042532.34627,4195.39137426,0,0,0,0,0,0,0,0
ELLIS (SAMUEL),1213,600 E 37TH ST,60653,9.86,4,COMMUNITY PARK,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,525852.499425,4543.61803002,0,0,0,0,0,0,0,0
CATALPA,372,4330 S KEDVALE AVE,60632,0.49,14,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18783.5536448,550.471094052,0,0,0,0,0,0,0,0
CURIE (MARIE),408,4959 S ARCHER AVE,60632,9.03,14,COMMUNITY PARK,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,393221.914449,2608.01241909,0,0,0,0,0,0,0,0
EMERALD,1098,5600 S EMERALD AVE,60621,0.24,20,MINI-PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8994.31886451,390.330350796,0,0,0,0,0,0,0,0
HERMITAGE,1008,5839 S WOOD ST,60636,4.36,15,NEIGHBORHOOD PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,171889.035543,1767.8343716,0,0,0,0,0,0,0,0
BOSWELL (ARNITA YOUNG),340,6646 S UNIVERSITY AVE,60637,0.33,5,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12575.9192283,451.53017396,0,0,0,0,0,0,0,0
CHESTNUT,1275,7005 S DANTE AVE,60637,0.5,5,MINI-PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15970.7188337,519.791189581,0,0,0,0,0,0,0,0
HAMILTON (ALEXANDER),9,513 W 72ND ST,60621,28.94,6,REGIONAL PARK,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,8,0,0,0,0,0,0,0,0,0,0,1238052.46162,4531.47434458,0,0,2,0,0,0,0,0
ASHE (ARTHUR) BEACH,459,2701 E 74TH ST,60649,2.34,7,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,92233.2561867,1326.8487758,0,0,0,0,0,0,0,0
RUSSELL (MARTIN) SQUARE,6,3045 E 83RD ST,60617,10.05,10,COMMUNITY PARK,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,437881.134511,2775.51967617,0,0,0,0,0,0,0,0
BURNSIDE (AMBROSE),363,9400 S GREENWOOD AVE,60619,5.72,8,COMMUNITY PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,242561.93067,1945.25454889,0,0,0,0,0,0,0,0
SMITH (WENDELL),272,9912 S PRINCETON AVE,60628,4.61,9,NEIGHBORHOOD PARK,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201166.862281,1845.93006987,0,0,0,0,0,0,0,0
FERNWOOD,65,10436 S WALLACE ST,60628,12.33,34,COMMUNITY PARK,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,536975.610314,2952.82958882,0,0,0,0,0,0,0,0
PARK NO. 564,564,11555 S STONY ISLAND AVE,60617,295.29,10,NATURE PRESERVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12908768.0986,15787.4382643,0,0,0,0,0,0,0,0
KLEIN (LOIS),544,3538-40 N LINCOLN AVE,60657,0.38,47,PASSIVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14196.3504355,598.046566916,0,0,0,0,0,0,0,0
PARK NO. 551,551,353 N DES PLAINES ST,60661,1.31,42,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44511.0255315,907.209932949,0,0,0,0,0,0,0,0
PARK NO. 576,576,2100 E 134TH ST,60633,144.94,10,NATURE PRESERVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6313765.01621,10678.0126771,0,0,0,0,0,0,0,0
PARK NO. 572,572,1601-3701 W BLOOMINGDALE AVE,60647,16.76,0,LINEAR PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622556.212814,30224.522705,0,0,0,0,0,0,0,0
SEWARD (WILLIAM),108,375 W ELM ST,60610,8.73,27,COMMUNITY PARK,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,365019.901033,3236.4467633,0,0,0,0,0,0,0,0
PARK NO. 528,528,6336 S KILBOURN AVE,60629,5.78,13,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,229702.369812,2079.36106194,0,0,0,0,0,0,0,0
PARK NO. 529,529,2155 W WABANSIA AVE,60647,0.54,32,PASSIVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18989.1488371,615.135449186,0,0,0,0,0,0,0,0
UNITY,293,2636 N KIMBALL AVE,60647,1.44,35,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59100.4125851,1172.85909225,0,0,0,0,0,0,0,0
ROGERS (PHILLIP),240,7345 N WASHTENAW AVE,60645,22.54,50,REGIONAL PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,946877.711739,4358.3130576,0,0,0,0,0,0,0,0
CHIPPEWA,167,6758 N SACRAMENTO AVE,60645,3.27,50,NEIGHBORHOOD PARK,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,121185.024186,1459.03252643,0,0,0,0,0,0,0,0
LEGION,274,3100 W BRYN MAWR AVE,60659,48.44,0,REGIONAL PARK,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2088595.31914,17805.5957327,0,0,0,0,0,0,0,0
